DATE,VISITOR,VISITOR_PTS,HOME,HOME_PTS
2010-01-22,Indiana Pacers,105,Detroit Pistons,93
2010-01-22,Oklahoma City Thunder,84,Memphis Grizzlies,86
2010-01-22,New Orleans Hornets,96,Minnesota Timberwolves,94
2010-01-22,Los Angeles Lakers,115,New York Knicks,105
2010-01-22,Houston Rockets,116,San Antonio Spurs,109
2010-01-22,New Jersey Nets,79,Golden State Warriors,111
2010-01-22,Chicago Bulls,115,Phoenix Suns,104
2010-01-23,Orlando Magic,106,Charlotte Bobcats,95
2010-01-23,Philadelphia 76ers,107,Indiana Pacers,97
2010-01-23,Oklahoma City Thunder,99,Cleveland Cavaliers,100
2010-01-23,Portland Trail Blazers,97,Detroit Pistons,93
2010-01-23,Sacramento Kings,84,Miami Heat,115
2010-01-23,Chicago Bulls,104,Houston Rockets,97
2010-01-23,Minnesota Timberwolves,94,Milwaukee Bucks,127
2010-01-23,New Orleans Hornets,110,Denver Nuggets,116
2010-01-23,Golden State Warriors,103,Phoenix Suns,112
2010-01-23,New Jersey Nets,83,Utah Jazz,116
2010-01-24,Dallas Mavericks,128,New York Knicks,78
2010-01-24,Los Angeles Clippers,92,Washington Wizards,78
2010-01-24,Los Angeles Lakers,105,Toronto Raptors,106
2010-01-25,Indiana Pacers,109,Philadelphia 76ers,98
2010-01-25,Los Angeles Clippers,89,Boston Celtics,95
2010-01-25,Cleveland Cavaliers,92,Miami Heat,91
2010-01-25,Orlando Magic,94,Memphis Grizzlies,99
2010-01-25,Atlanta Hawks,102,Houston Rockets,95
2010-01-25,Chicago Bulls,98,San Antonio Spurs,93
2010-01-25,Charlotte Bobcats,93,Denver Nuggets,104
2010-01-25,Phoenix Suns,115,Utah Jazz,124
2010-01-25,New Orleans Hornets,98,Portland Trail Blazers,97
2010-01-26,Los Angeles Lakers,115,Washington Wizards,103
2010-01-26,Minnesota Timberwolves,105,New York Knicks,132
2010-01-26,Milwaukee Bucks,107,Dallas Mavericks,108
2010-01-26,Charlotte Bobcats,114,Phoenix Suns,109
2010-01-26,Golden State Warriors,96,Sacramento Kings,99
2010-01-27,Minnesota Timberwolves,95,Cleveland Cavaliers,109
2010-01-27,Los Angeles Lakers,118,Indiana Pacers,96
2010-01-27,Miami Heat,103,Toronto Raptors,111
2010-01-27,Memphis Grizzlies,99,Detroit Pistons,93
2010-01-27,Los Angeles Clippers,87,New Jersey Nets,103
2010-01-27,Philadelphia 76ers,88,Milwaukee Bucks,91
2010-01-27,Chicago Bulls,96,Oklahoma City Thunder,86
2010-01-27,Denver Nuggets,97,Houston Rockets,92
2010-01-27,Atlanta Hawks,90,San Antonio Spurs,105
2010-01-27,Utah Jazz,106,Portland Trail Blazers,95
2010-01-27,New Orleans Hornets,123,Golden State Warriors,110
2010-01-28,Toronto Raptors,106,New York Knicks,104
2010-01-28,Boston Celtics,94,Orlando Magic,96
2010-01-28,Dallas Mavericks,106,Phoenix Suns,112
2010-01-29,Cleveland Cavaliers,94,Indiana Pacers,73
2010-01-29,Los Angeles Lakers,99,Philadelphia 76ers,91
2010-01-29,Boston Celtics,91,Atlanta Hawks,100
2010-01-29,Miami Heat,92,Detroit Pistons,65
2010-01-29,Los Angeles Clippers,97,Minnesota Timberwolves,111
2010-01-29,Washington Wizards,81,New Jersey Nets,79
2010-01-29,Chicago Bulls,108,New Orleans Hornets,106
2010-01-29,Denver Nuggets,84,Oklahoma City Thunder,101
2010-01-29,Portland Trail Blazers,100,Houston Rockets,104
2010-01-29,Memphis Grizzlies,97,San Antonio Spurs,104
2010-01-29,Sacramento Kings,94,Utah Jazz,101
2010-01-29,Charlotte Bobcats,121,Golden State Warriors,110
2010-01-30,Atlanta Hawks,86,Orlando Magic,104
2010-01-30,New Orleans Hornets,109,Memphis Grizzlies,102
2010-01-30,New York Knicks,96,Washington Wizards,106
2010-01-30,Miami Heat,84,Milwaukee Bucks,95
2010-01-30,Portland Trail Blazers,114,Dallas Mavericks,112
2010-01-30,Charlotte Bobcats,103,Sacramento Kings,96
2010-01-31,Denver Nuggets,103,San Antonio Spurs,89
2010-01-31,Los Angeles Lakers,90,Boston Celtics,89
2010-01-31,Los Angeles Clippers,89,Cleveland Cavaliers,114
2010-01-31,Orlando Magic,91,Detroit Pistons,86
2010-01-31,Philadelphia 76ers,83,New Jersey Nets,79
2010-01-31,Indiana Pacers,102,Toronto Raptors,117
2010-01-31,Phoenix Suns,115,Houston Rockets,111
2010-01-31,New York Knicks,91,Minnesota Timberwolves,112
2010-01-31,Golden State Warriors,104,Oklahoma City Thunder,112
2010-02-01,Boston Celtics,99,Washington Wizards,88
2010-02-01,Milwaukee Bucks,97,Miami Heat,81
2010-02-01,Los Angeles Lakers,93,Memphis Grizzlies,95
2010-02-01,Phoenix Suns,109,New Orleans Hornets,100
2010-02-01,Sacramento Kings,109,Denver Nuggets,112
2010-02-01,Dallas Mavericks,92,Utah Jazz,104
2010-02-01,Charlotte Bobcats,79,Portland Trail Blazers,98
2010-02-02,Memphis Grizzlies,89,Cleveland Cavaliers,105
2010-02-02,Toronto Raptors,115,Indiana Pacers,130
2010-02-02,Milwaukee Bucks,82,Orlando Magic,99
2010-02-02,Detroit Pistons,97,New Jersey Nets,93
2010-02-02,Los Angeles Clippers,90,Chicago Bulls,82
2010-02-02,Atlanta Hawks,99,Oklahoma City Thunder,106
2010-02-02,Golden State Warriors,97,Houston Rockets,119
2010-02-03,Los Angeles Clippers,97,Atlanta Hawks,103
2010-02-03,Chicago Bulls,103,Philadelphia 76ers,106
2010-02-03,New Jersey Nets,99,Toronto Raptors,108
2010-02-03,Washington Wizards,85,New York Knicks,107
2010-02-03,Miami Heat,102,Boston Celtics,107
2010-02-03,Oklahoma City Thunder,103,New Orleans Hornets,99
2010-02-03,Golden State Warriors,101,Dallas Mavericks,110
2010-02-03,Portland Trail Blazers,105,Utah Jazz,118
2010-02-03,San Antonio Spurs,115,Sacramento Kings,113
2010-02-03,Phoenix Suns,109,Denver Nuggets,97
2010-02-03,Charlotte Bobcats,97,Los Angeles Lakers,99
2010-02-04,Miami Heat,86,Cleveland Cavaliers,102
2010-02-04,San Antonio Spurs,93,Portland Trail Blazers,96
2010-02-05,Detroit Pistons,83,Indiana Pacers,107
2010-02-05,Washington Wizards,92,Orlando Magic,91
2010-02-05,New Jersey Nets,87,Boston Celtics,96
2010-02-05,Milwaukee Bucks,114,New York Knicks,107
2010-02-05,Chicago Bulls,81,Atlanta Hawks,91
2010-02-05,Houston Rockets,101,Memphis Grizzlies,83
2010-02-05,Philadelphia 76ers,101,New Orleans Hornets,94
2010-02-05,Minnesota Timberwolves,117,Dallas Mavericks,108
2010-02-05,Phoenix Suns,114,Sacramento Kings,102
2010-02-05,Denver Nuggets,126,Los Angeles Lakers,113
2010-02-06,New Orleans Hornets,104,Charlotte Bobcats,99
2010-02-06,New York Knicks,106,Cleveland Cavaliers,113
2010-02-06,New Jersey Nets,92,Detroit Pistons,99
2010-02-06,Miami Heat,91,Chicago Bulls,95
2010-02-06,Memphis Grizzlies,102,Minnesota Timberwolves,109
2010-02-06,Philadelphia 76ers,102,Houston Rockets,95
2010-02-06,Indiana Pacers,81,Milwaukee Bucks,93
2010-02-06,Denver Nuggets,106,Utah Jazz,116
2010-02-06,Los Angeles Lakers,99,Portland Trail Blazers,82
2010-02-06,Oklahoma City Thunder,104,Golden State Warriors,95
2010-02-06,San Antonio Spurs,98,Los Angeles Clippers,81
2010-02-07,Sacramento Kings,104,Toronto Raptors,115
2010-02-07,Orlando Magic,96,Boston Celtics,89
2010-02-08,New Orleans Hornets,117,Orlando Magic,123
2010-02-08,Dallas Mavericks,127,Golden State Warriors,117
2010-02-08,San Antonio Spurs,89,Los Angeles Lakers,101
2010-02-09,Washington Wizards,92,Charlotte Bobcats,94
2010-02-09,New Jersey Nets,97,Cleveland Cavaliers,104
2010-02-09,Chicago Bulls,109,Indiana Pacers,101
2010-02-09,Minnesota Timberwolves,97,Philadelphia 76ers,119
2010-02-09,Houston Rockets,66,Miami Heat,99
2010-02-09,Sacramento Kings,118,New York Knicks,114
2010-02-09,Atlanta Hawks,108,Memphis Grizzlies,94
2010-02-09,Detroit Pistons,93,Milwaukee Bucks,81
2010-02-09,Dallas Mavericks,91,Denver Nuggets,127
2010-02-09,Oklahoma City Thunder,89,Portland Trail Blazers,77
2010-02-09,Utah Jazz,109,Los Angeles Clippers,99
2010-02-10,Miami Heat,94,Atlanta Hawks,76
2010-02-10,Philadelphia 76ers,93,Toronto Raptors,104
2010-02-10,Sacramento Kings,103,Detroit Pistons,97
2010-02-10,Milwaukee Bucks,97,New Jersey Nets,77
2010-02-10,Orlando Magic,107,Chicago Bulls,87
2010-02-10,Charlotte Bobcats,93,Minnesota Timberwolves,92
2010-02-10,Boston Celtics,85,New Orleans Hornets,93
2010-02-10,Portland Trail Blazers,108,Phoenix Suns,101
2010-02-10,Los Angeles Lakers,96,Utah Jazz,81
2010-02-10,Los Angeles Clippers,102,Golden State Warriors,132
2010-02-11,Orlando Magic,106,Cleveland Cavaliers,115
2010-02-11,San Antonio Spurs,111,Denver Nuggets,92
2010-02-16,New Jersey Nets,103,Charlotte Bobcats,94
2010-02-16,Miami Heat,105,Philadelphia 76ers,78
2010-02-16,Minnesota Timberwolves,85,Detroit Pistons,108
2010-02-16,New York Knicks,85,Chicago Bulls,118
2010-02-16,Phoenix Suns,109,Memphis Grizzlies,95
2010-02-16,Dallas Mavericks,86,Oklahoma City Thunder,99
2010-02-16,Utah Jazz,104,Houston Rockets,95
2010-02-16,Los Angeles Clippers,87,Portland Trail Blazers,109
2010-02-16,Boston Celtics,95,Sacramento Kings,92
2010-02-16,Golden State Warriors,94,Los Angeles Lakers,104
2010-02-17,San Antonio Spurs,90,Indiana Pacers,87
2010-02-17,Detroit Pistons,91,Orlando Magic,116
2010-02-17,Memphis Grizzlies,109,Toronto Raptors,102
2010-02-17,Minnesota Timberwolves,99,Washington Wizards,108
2010-02-17,Miami Heat,87,New Jersey Nets,84
2010-02-17,Chicago Bulls,115,New York Knicks,109
2010-02-17,Houston Rockets,127,Milwaukee Bucks,99
2010-02-17,Utah Jazz,98,New Orleans Hornets,90
2010-02-17,Phoenix Suns,97,Dallas Mavericks,107
2010-02-17,Sacramento Kings,98,Golden State Warriors,130
2010-02-17,Atlanta Hawks,110,Los Angeles Clippers,92
2010-02-18,Denver Nuggets,118,Cleveland Cavaliers,116
2010-02-18,Boston Celtics,87,Los Angeles Lakers,86
2010-02-19,Cleveland Cavaliers,93,Charlotte Bobcats,110
2010-02-19,San Antonio Spurs,94,Philadelphia 76ers,106
2010-02-19,Denver Nuggets,97,Washington Wizards,107
2010-02-19,Milwaukee Bucks,91,Detroit Pistons,85
2010-02-19,Miami Heat,100,Memphis Grizzlies,87
2010-02-19,Chicago Bulls,100,Minnesota Timberwolves,94
2010-02-19,Toronto Raptors,106,New Jersey Nets,89
2010-02-19,Indiana Pacers,101,New Orleans Hornets,107
2010-02-19,Dallas Mavericks,95,Orlando Magic,85
2010-02-19,Atlanta Hawks,80,Phoenix Suns,88
2010-02-19,Utah Jazz,100,Golden State Warriors,89
2010-02-19,Boston Celtics,96,Portland Trail Blazers,76
2010-02-20,Washington Wizards,104,Toronto Raptors,109
2010-02-20,Oklahoma City Thunder,121,New York Knicks,118
2010-02-20,Philadelphia 76ers,90,Chicago Bulls,122
2010-02-20,Miami Heat,91,Dallas Mavericks,97
2010-02-20,Indiana Pacers,125,Houston Rockets,115
2010-02-20,Charlotte Bobcats,88,Milwaukee Bucks,93
2010-02-20,Sacramento Kings,89,Los Angeles Clippers,99
2010-02-21,Cleveland Cavaliers,95,Orlando Magic,101
2010-02-21,Boston Celtics,105,Denver Nuggets,114
2010-02-21,San Antonio Spurs,101,Detroit Pistons,109
2010-02-21,Memphis Grizzlies,104,New Jersey Nets,94
2010-02-21,Oklahoma City Thunder,109,Minnesota Timberwolves,107
2010-02-21,Houston Rockets,94,New Orleans Hornets,102
2010-02-21,Atlanta Hawks,104,Golden State Warriors,108
2010-02-21,Sacramento Kings,88,Phoenix Suns,104
2010-02-21,Utah Jazz,93,Portland Trail Blazers,89
2010-02-22,Chicago Bulls,95,Washington Wizards,101
2010-02-22,Milwaukee Bucks,83,New York Knicks,67
2010-02-22,Indiana Pacers,82,Dallas Mavericks,91
2010-02-22,Atlanta Hawks,105,Utah Jazz,100
2010-02-22,Charlotte Bobcats,94,Los Angeles Clippers,98
2010-02-23,New Orleans Hornets,95,Cleveland Cavaliers,105
2010-02-23,New York Knicks,106,Boston Celtics,110
2010-02-23,Minnesota Timberwolves,91,Miami Heat,88
2010-02-23,Portland Trail Blazers,102,New Jersey Nets,93
2010-02-23,Los Angeles Lakers,99,Memphis Grizzlies,98
2010-02-23,Phoenix Suns,104,Oklahoma City Thunder,102
2010-02-23,Detroit Pistons,101,Sacramento Kings,89
2010-02-23,Philadelphia 76ers,110,Golden State Warriors,102
2010-02-24,Minnesota Timberwolves,92,Atlanta Hawks,98
2010-02-24,Portland Trail Blazers,101,Toronto Raptors,87
2010-02-24,Memphis Grizzlies,99,Washington Wizards,94
2010-02-24,Indiana Pacers,110,Chicago Bulls,120
2010-02-24,New Orleans Hornets,95,Milwaukee Bucks,115
2010-02-24,Orlando Magic,110,Houston Rockets,92
2010-02-24,Oklahoma City Thunder,87,San Antonio Spurs,95
2010-02-24,Los Angeles Lakers,96,Dallas Mavericks,101
2010-02-24,Philadelphia 76ers,95,Phoenix Suns,106
2010-02-24,Charlotte Bobcats,93,Utah Jazz,102
2010-02-24,Detroit Pistons,91,Los Angeles Clippers,97
2010-02-25,Milwaukee Bucks,112,Indiana Pacers,110
2010-02-25,Cleveland Cavaliers,108,Boston Celtics,88
2010-02-25,Denver Nuggets,127,Golden State Warriors,112
2010-02-26,Dallas Mavericks,111,Atlanta Hawks,103
2010-02-26,Cleveland Cavaliers,126,Toronto Raptors,118
2010-02-26,New York Knicks,118,Washington Wizards,116
2010-02-26,Portland Trail Blazers,111,Chicago Bulls,115
2010-02-26,Charlotte Bobcats,93,Memphis Grizzlies,89
2010-02-26,Minnesota Timberwolves,92,Oklahoma City Thunder,109
2010-02-26,San Antonio Spurs,104,Houston Rockets,109
2010-02-26,Detroit Pistons,102,Denver Nuggets,107
2010-02-26,Los Angeles Clippers,112,Phoenix Suns,125
2010-02-26,Orlando Magic,93,New Orleans Hornets,100
2010-02-26,Utah Jazz,99,Sacramento Kings,103
2010-02-26,Philadelphia 76ers,90,Los Angeles Lakers,99
2010-02-27,New Jersey Nets,104,Boston Celtics,96
2010-02-27,Milwaukee Bucks,94,Miami Heat,71
2010-02-27,Chicago Bulls,90,Indiana Pacers,100
2010-02-27,Memphis Grizzlies,120,New York Knicks,109
2010-02-27,Portland Trail Blazers,110,Minnesota Timberwolves,91
2010-02-27,Houston Rockets,110,Utah Jazz,133
2010-02-27,Detroit Pistons,88,Golden State Warriors,95
2010-02-28,Phoenix Suns,110,San Antonio Spurs,113
2010-02-28,Denver Nuggets,89,Los Angeles Lakers,95
2010-02-28,Milwaukee Bucks,102,Atlanta Hawks,106
2010-02-28,Washington Wizards,89,New Jersey Nets,85
2010-02-28,Toronto Raptors,99,Oklahoma City Thunder,119
2010-02-28,Miami Heat,80,Orlando Magic,96
2010-02-28,Los Angeles Clippers,92,Sacramento Kings,97
2010-02-28,New Orleans Hornets,100,Dallas Mavericks,108
2010-03-01,Dallas Mavericks,89,Charlotte Bobcats,84
2010-03-01,New York Knicks,93,Cleveland Cavaliers,124
2010-03-01,Orlando Magic,126,Philadelphia 76ers,105
2010-03-01,Atlanta Hawks,116,Chicago Bulls,92
2010-03-01,Portland Trail Blazers,103,Memphis Grizzlies,93
2010-03-01,San Antonio Spurs,106,New Orleans Hornets,92
2010-03-01,Toronto Raptors,92,Houston Rockets,116
2010-03-01,Denver Nuggets,85,Phoenix Suns,101
2010-03-01,Utah Jazz,104,Los Angeles Clippers,108
2010-03-02,Boston Celtics,105,Detroit Pistons,100
2010-03-02,Golden State Warriors,106,Miami Heat,110
2010-03-02,Sacramento Kings,107,Oklahoma City Thunder,113
2010-03-02,Indiana Pacers,99,Los Angeles Lakers,122
2010-03-03,Philadelphia 76ers,93,Atlanta Hawks,112
2010-03-03,Golden State Warriors,90,Orlando Magic,117
2010-03-03,Charlotte Bobcats,80,Boston Celtics,104
2010-03-03,Cleveland Cavaliers,111,New Jersey Nets,92
2010-03-03,Detroit Pistons,104,New York Knicks,128
2010-03-03,Washington Wizards,87,Milwaukee Bucks,100
2010-03-03,Memphis Grizzlies,104,New Orleans Hornets,100
2010-03-03,Minnesota Timberwolves,109,Dallas Mavericks,112
2010-03-03,Sacramento Kings,84,Houston Rockets,81
2010-03-03,Oklahoma City Thunder,90,Denver Nuggets,119
2010-03-03,Indiana Pacers,79,Portland Trail Blazers,102
2010-03-03,Phoenix Suns,127,Los Angeles Clippers,101
2010-03-04,Memphis Grizzlies,105,Chicago Bulls,96
2010-03-04,Los Angeles Lakers,111,Miami Heat,114
2010-03-04,Utah Jazz,116,Phoenix Suns,108
2010-03-05,Los Angeles Lakers,83,Charlotte Bobcats,98
2010-03-05,Detroit Pistons,92,Cleveland Cavaliers,99
2010-03-05,Boston Celtics,96,Philadelphia 76ers,86
2010-03-05,New York Knicks,96,Toronto Raptors,102
2010-03-05,Milwaukee Bucks,102,Washington Wizards,74
2010-03-05,Golden State Warriors,122,Atlanta Hawks,127
2010-03-05,Orlando Magic,97,New Jersey Nets,87
2010-03-05,Sacramento Kings,100,Dallas Mavericks,108
2010-03-05,Indiana Pacers,114,Denver Nuggets,122
2010-03-05,New Orleans Hornets,91,San Antonio Spurs,102
2010-03-05,Oklahoma City Thunder,104,Los Angeles Clippers,87
2010-03-06,Golden State Warriors,90,Charlotte Bobcats,101
2010-03-06,Atlanta Hawks,94,Miami Heat,100
2010-03-06,New Jersey Nets,113,New York Knicks,93
2010-03-06,Dallas Mavericks,122,Chicago Bulls,116
2010-03-06,San Antonio Spurs,102,Memphis Grizzlies,92
2010-03-06,Houston Rockets,112,Minnesota Timberwolves,98
2010-03-06,Cleveland Cavaliers,85,Milwaukee Bucks,92
2010-03-06,Indiana Pacers,105,Phoenix Suns,113
2010-03-06,Los Angeles Clippers,85,Utah Jazz,107
2010-03-07,Philadelphia 76ers,114,Toronto Raptors,101
2010-03-07,Los Angeles Lakers,94,Orlando Magic,96
2010-03-07,Houston Rockets,107,Detroit Pistons,110
2010-03-07,Washington Wizards,83,Boston Celtics,86
2010-03-07,Oklahoma City Thunder,108,Sacramento Kings,102
2010-03-07,Portland Trail Blazers,106,Denver Nuggets,118
2010-03-08,San Antonio Spurs,95,Cleveland Cavaliers,97
2010-03-08,Atlanta Hawks,98,New York Knicks,99
2010-03-08,New Jersey Nets,101,Memphis Grizzlies,107
2010-03-08,Dallas Mavericks,125,Minnesota Timberwolves,112
2010-03-08,Golden State Warriors,131,New Orleans Hornets,135
2010-03-09,Miami Heat,78,Charlotte Bobcats,83
2010-03-09,Philadelphia 76ers,96,Indiana Pacers,107
2010-03-09,Los Angeles Clippers,87,Orlando Magic,113
2010-03-09,Houston Rockets,96,Washington Wizards,88
2010-03-09,Utah Jazz,132,Chicago Bulls,108
2010-03-09,Boston Celtics,84,Milwaukee Bucks,86
2010-03-09,Sacramento Kings,81,Portland Trail Blazers,88
2010-03-09,Toronto Raptors,107,Los Angeles Lakers,109
2010-03-10,Charlotte Bobcats,102,Philadelphia 76ers,87
2010-03-10,Memphis Grizzlies,111,Boston Celtics,91
2010-03-10,Utah Jazz,115,Detroit Pistons,104
2010-03-10,Los Angeles Clippers,97,Miami Heat,108
2010-03-10,Denver Nuggets,110,Minnesota Timberwolves,102
2010-03-10,New Orleans Hornets,83,Oklahoma City Thunder,98
2010-03-10,New Jersey Nets,87,Dallas Mavericks,96
2010-03-10,New York Knicks,87,San Antonio Spurs,97
2010-03-10,Toronto Raptors,90,Sacramento Kings,113
2010-03-11,Atlanta Hawks,105,Washington Wizards,99
2010-03-11,Chicago Bulls,82,Orlando Magic,111
2010-03-11,Portland Trail Blazers,110,Golden State Warriors,105
2010-03-12,Los Angeles Clippers,98,Charlotte Bobcats,106
2010-03-12,Cleveland Cavaliers,100,Philadelphia 76ers,95
2010-03-12,Indiana Pacers,103,Boston Celtics,122
2010-03-12,Chicago Bulls,95,Miami Heat,108
2010-03-12,Washington Wizards,87,Detroit Pistons,101
2010-03-12,New York Knicks,112,Memphis Grizzlies,119
2010-03-12,San Antonio Spurs,103,Minnesota Timberwolves,85
2010-03-12,Denver Nuggets,102,New Orleans Hornets,95
2010-03-12,New Jersey Nets,102,Oklahoma City Thunder,104
2010-03-12,Utah Jazz,87,Milwaukee Bucks,95
2010-03-12,Los Angeles Lakers,102,Phoenix Suns,96
2010-03-12,Portland Trail Blazers,110,Sacramento Kings,94
2010-03-13,Detroit Pistons,99,Atlanta Hawks,112
2010-03-13,Orlando Magic,109,Washington Wizards,95
2010-03-13,Denver Nuggets,125,Memphis Grizzlies,108
2010-03-13,New York Knicks,128,Dallas Mavericks,94
2010-03-13,New Jersey Nets,108,Houston Rockets,116
2010-03-13,Los Angeles Clippers,88,San Antonio Spurs,118
2010-03-13,Toronto Raptors,112,Golden State Warriors,124
2010-03-14,Indiana Pacers,94,Milwaukee Bucks,98
2010-03-14,Boston Celtics,93,Cleveland Cavaliers,104
2010-03-14,Philadelphia 76ers,91,Miami Heat,104
2010-03-14,Charlotte Bobcats,96,Orlando Magic,89
2010-03-14,Utah Jazz,111,Oklahoma City Thunder,119
2010-03-14,New Orleans Hornets,106,Phoenix Suns,120
2010-03-14,Toronto Raptors,98,Portland Trail Blazers,109
2010-03-14,Minnesota Timberwolves,100,Sacramento Kings,114
2010-03-15,New York Knicks,94,Philadelphia 76ers,84
2010-03-15,Detroit Pistons,93,Boston Celtics,119
2010-03-15,Denver Nuggets,123,Houston Rockets,125
2010-03-15,Washington Wizards,89,Utah Jazz,112
2010-03-15,Los Angeles Lakers,124,Golden State Warriors,121
2010-03-15,New Orleans Hornets,108,Los Angeles Clippers,100
2010-03-16,Charlotte Bobcats,94,Indiana Pacers,99
2010-03-16,Cleveland Cavaliers,113,Detroit Pistons,101
2010-03-16,San Antonio Spurs,88,Miami Heat,76
2010-03-16,Atlanta Hawks,108,New Jersey Nets,84
2010-03-16,Chicago Bulls,97,Memphis Grizzlies,104
2010-03-16,Washington Wizards,87,Denver Nuggets,97
2010-03-16,Minnesota Timberwolves,114,Phoenix Suns,152
2010-03-16,Los Angeles Lakers,106,Sacramento Kings,99
2010-03-17,Oklahoma City Thunder,92,Charlotte Bobcats,100
2010-03-17,Indiana Pacers,94,Cleveland Cavaliers,99
2010-03-17,New Jersey Nets,97,Philadelphia 76ers,108
2010-03-17,Atlanta Hawks,105,Toronto Raptors,106
2010-03-17,New York Knicks,97,Boston Celtics,109
2010-03-17,San Antonio Spurs,84,Orlando Magic,110
2010-03-17,Chicago Bulls,106,Dallas Mavericks,113
2010-03-17,Memphis Grizzlies,94,Houston Rockets,107
2010-03-17,Minnesota Timberwolves,100,Utah Jazz,122
2010-03-17,New Orleans Hornets,121,Golden State Warriors,131
2010-03-17,Milwaukee Bucks,93,Los Angeles Clippers,101
2010-03-18,Orlando Magic,108,Miami Heat,102
2010-03-18,New Orleans Hornets,80,Denver Nuggets,93
2010-03-19,Detroit Pistons,102,Indiana Pacers,106
2010-03-19,Oklahoma City Thunder,115,Toronto Raptors,89
2010-03-19,Charlotte Bobcats,92,Atlanta Hawks,93
2010-03-19,Philadelphia 76ers,88,New York Knicks,92
2010-03-19,Cleveland Cavaliers,92,Chicago Bulls,85
2010-03-19,Boston Celtics,94,Houston Rockets,87
2010-03-19,Golden State Warriors,116,San Antonio Spurs,147
2010-03-19,Utah Jazz,100,Phoenix Suns,110
2010-03-19,Washington Wizards,74,Portland Trail Blazers,76
2010-03-19,Milwaukee Bucks,114,Sacramento Kings,108
2010-03-19,Minnesota Timberwolves,96,Los Angeles Lakers,104
2010-03-20,Chicago Bulls,98,Philadelphia 76ers,84
2010-03-20,Charlotte Bobcats,71,Miami Heat,77
2010-03-20,Toronto Raptors,100,New Jersey Nets,90
2010-03-20,Golden State Warriors,107,Memphis Grizzlies,123
2010-03-20,Boston Celtics,102,Dallas Mavericks,93
2010-03-20,Milwaukee Bucks,102,Denver Nuggets,97
2010-03-20,New Orleans Hornets,86,Utah Jazz,106
2010-03-21,Houston Rockets,116,New York Knicks,112
2010-03-21,Oklahoma City Thunder,101,Indiana Pacers,121
2010-03-21,Sacramento Kings,102,Los Angeles Clippers,89
2010-03-21,Detroit Pistons,79,Cleveland Cavaliers,104
2010-03-21,San Antonio Spurs,114,Atlanta Hawks,119
2010-03-21,Washington Wizards,92,Los Angeles Lakers,99
2010-03-21,Portland Trail Blazers,87,Phoenix Suns,93
2010-03-22,Orlando Magic,109,Philadelphia 76ers,93
2010-03-22,Miami Heat,99,New Jersey Nets,89
2010-03-22,Houston Rockets,88,Chicago Bulls,98
2010-03-22,Atlanta Hawks,95,Milwaukee Bucks,98
2010-03-22,Toronto Raptors,106,Minnesota Timberwolves,100
2010-03-22,Dallas Mavericks,99,New Orleans Hornets,115
2010-03-22,San Antonio Spurs,99,Oklahoma City Thunder,96
2010-03-22,Boston Celtics,97,Utah Jazz,110
2010-03-22,Memphis Grizzlies,102,Sacramento Kings,85
2010-03-22,Phoenix Suns,133,Golden State Warriors,131
2010-03-23,Charlotte Bobcats,95,Washington Wizards,86
2010-03-23,Indiana Pacers,98,Detroit Pistons,83
2010-03-23,Denver Nuggets,104,New York Knicks,109
2010-03-23,Los Angeles Clippers,96,Dallas Mavericks,106
2010-03-24,Orlando Magic,84,Atlanta Hawks,86
2010-03-24,Denver Nuggets,99,Boston Celtics,113
2010-03-24,Minnesota Timberwolves,95,Charlotte Bobcats,108
2010-03-24,Washington Wizards,82,Indiana Pacers,99
2010-03-24,Utah Jazz,113,Toronto Raptors,87
2010-03-24,Sacramento Kings,79,New Jersey Nets,93
2010-03-24,Philadelphia 76ers,101,Milwaukee Bucks,86
2010-03-24,Cleveland Cavaliers,105,New Orleans Hornets,92
2010-03-24,Houston Rockets,104,Oklahoma City Thunder,122
2010-03-24,Los Angeles Lakers,92,San Antonio Spurs,83
2010-03-24,Memphis Grizzlies,110,Golden State Warriors,128
2010-03-25,Miami Heat,103,Chicago Bulls,74
2010-03-25,Los Angeles Clippers,99,Houston Rockets,93
2010-03-25,Dallas Mavericks,89,Portland Trail Blazers,101
2010-03-26,Washington Wizards,96,Charlotte Bobcats,107
2010-03-26,Utah Jazz,106,Indiana Pacers,122
2010-03-26,Minnesota Timberwolves,97,Orlando Magic,106
2010-03-26,Atlanta Hawks,98,Philadelphia 76ers,105
2010-03-26,Denver Nuggets,97,Toronto Raptors,96
2010-03-26,Sacramento Kings,86,Boston Celtics,94
2010-03-26,Detroit Pistons,110,New Jersey Nets,118
2010-03-26,Los Angeles Lakers,75,Oklahoma City Thunder,91
2010-03-26,Miami Heat,87,Milwaukee Bucks,74
2010-03-26,Cleveland Cavaliers,97,San Antonio Spurs,102
2010-03-26,New York Knicks,96,Phoenix Suns,132
2010-03-27,Utah Jazz,103,Washington Wizards,87
2010-03-27,New Jersey Nets,83,Chicago Bulls,106
2010-03-27,Portland Trail Blazers,112,New Orleans Hornets,101
2010-03-27,Los Angeles Lakers,109,Houston Rockets,101
2010-03-27,Dallas Mavericks,111,Golden State Warriors,90
2010-03-28,Sacramento Kings,90,Cleveland Cavaliers,97
2010-03-28,Memphis Grizzlies,103,Milwaukee Bucks,108
2010-03-28,Indiana Pacers,84,Atlanta Hawks,94
2010-03-28,Chicago Bulls,110,Detroit Pistons,103
2010-03-28,Toronto Raptors,94,Miami Heat,97
